Function Name Readability,Variable Name Readability,Tabulators,Tab Indents,Space Indents,Prefer Tabs Over Spaces,Unique Words,author,function
0,0,0,0,1,0,18,acrush,powerMod
1,1.00,13,10,10,0,26,acrush,refine
1,0.86,31,22,22,0,38,acrush,solve
1,0,0,0,0,0,12,acrush,sqr
0,1.00,0,0,6,0,58,acrush,toDouble
0,1.00,0,0,0,0,10,acrush,toInt
0,1.00,0,0,0,0,10,acrush,toInt64
0,1.00,0,0,0,0,9,acrush,toLowerCase
0,0,0,0,0,0,13,acrush,toString
0,1.00,0,0,0,0,9,acrush,toUpperCase
0,0,0,0,8,0,26,acrush,checkMod
0,0,0,0,0,0,11,acrush,countbit
1,0,0,0,0,0,8,acrush,cross
0,0.29,0,0,1,0,12,acrush,crossOper
1,0.25,0,0,0,0,8,acrush,dist
0,0.25,0,0,0,0,8,acrush,distR
0,0,0,0,2,0,30,acrush,eularFunction
0,0,0,0,1,0,10,acrush,gcd
0,1.00,0,0,0,0,7,acrush,isDigit
0,0.12,0,0,1,0,10,acrush,isIntersect
0,1.00,0,0,0,0,11,acrush,isLetter
0,1.00,0,0,0,0,10,acrush,isLowerCase
0,1.00,0,0,0,0,12,acrush,isMiddle
0,0,0,0,1,0,16,acrush,isPrimeNumber
0,1.00,0,0,0,0,10,acrush,isUpperCase
1,0,0,0,6,0,29,acrush,lcm
1,0,0,0,0,0,8,acrush,lowbit
1,0.50,29,15,15,0,32,acrush,main
0,0,0,0,3,0,25,acrush,multiplyMod
0,0,0,0,1,0,18,acrush,powerMod
1,1.00,44,23,23,0,20,acrush,solve
1,0,0,0,0,0,12,acrush,sqr
0,1.00,0,0,6,0,55,acrush,toDouble
0,1.00,0,0,0,0,10,acrush,toInt
0,1.00,0,0,0,0,10,acrush,toInt64
0,1.00,0,0,0,0,9,acrush,toLowerCase
0,0,0,0,0,0,13,acrush,toString
0,1.00,0,0,0,0,9,acrush,toUpperCase
0,0,0,0,8,0,26,acrush,checkMod
0,0,0,0,0,0,11,acrush,countbit
1,0,0,0,0,0,8,acrush,cross
0,0.29,0,0,1,0,12,acrush,crossOper
1,0.25,0,0,0,0,8,acrush,dist
0,0.25,0,0,0,0,8,acrush,distR
0,0,0,0,2,0,30,acrush,eularFunction
0,0,0,0,1,0,10,acrush,gcd
0,1.00,0,0,0,0,7,acrush,isDigit
0,0.12,0,0,1,0,10,acrush,isIntersect
0,1.00,0,0,0,0,11,acrush,isLetter
0,1.00,0,0,0,0,10,acrush,isLowerCase
0,1.00,0,0,0,0,12,acrush,isMiddle
0,0,0,0,1,0,16,acrush,isPrimeNumber
0,1.00,0,0,0,0,10,acrush,isUpperCase
1,0,0,0,6,0,29,acrush,lcm
1,0,0,0,0,0,8,acrush,lowbit
1,0.50,19,11,11,0,30,acrush,main
0,0,0,0,3,0,25,acrush,multiplyMod
0,0,0,0,1,0,18,acrush,powerMod
1,0.40,13,11,11,0,15,acrush,solve
1,0,0,0,0,0,12,acrush,sqr
0,1.00,0,0,6,0,56,acrush,toDouble
0,1.00,0,0,0,0,10,acrush,toInt
0,1.00,0,0,0,0,10,acrush,toInt64
0,1.00,0,0,0,0,9,acrush,toLowerCase
0,0,0,0,0,0,13,acrush,toString
0,1.00,0,0,0,0,9,acrush,toUpperCase
0,0,1,1,1,0,7,acrush,GetInputFilename
0,1.00,8,6,6,0,14,acrush,GetOutputFilename
0,0,0,0,8,0,26,acrush,checkMod
1,1.00,3,3,3,0,9,acrush,compare
0,0,0,0,0,0,11,acrush,countbit
1,0,0,0,0,0,8,acrush,cross
0,0.29,0,0,1,0,12,acrush,crossOper
1,0.25,0,0,0,0,8,acrush,dist
0,0.25,0,0,0,0,8,acrush,distR
0,0,0,0,2,0,30,acrush,eularFunction
0,0,0,0,1,0,10,acrush,gcd
0,1.00,0,0,0,0,7,acrush,isDigit
0,0.12,0,0,1,0,10,acrush,isIntersect
0,1.00,0,0,0,0,11,acrush,isLetter
0,1.00,0,0,0,0,10,acrush,isLowerCase
0,1.00,0,0,0,0,12,acrush,isMiddle
0,0,0,0,1,0,16,acrush,isPrimeNumber
0,0.00,1,1,1,0,16,acrush,isSkipCase
0,1.00,0,0,0,0,10,acrush,isUpperCase
1,0,0,0,6,0,29,acrush,lcm
1,0,0,0,0,0,8,acrush,lowbit
1,0.57,189,80,80,0,63,acrush,main
0,0,0,0,3,0,25,acrush,multiplyMod
0,0,0,0,1,0,18,acrush,powerMod
1,0,0,0,0,0,12,acrush,sqr
0,1.00,0,0,6,0,55,acrush,toDouble
0,1.00,0,0,0,0,10,acrush,toInt
0,1.00,0,0,0,0,10,acrush,toInt64
0,1.00,0,0,0,0,9,acrush,toLowerCase
0,1.00,0,0,0,0,13,acrush,toString
0,1.00,0,0,0,0,9,acrush,toUpperCase
0,0,1,1,1,0,7,acrush,GetInputFilename
0,1.00,8,6,6,0,14,acrush,GetOutputFilename
0,0,0,0,8,0,26,acrush,checkMod
0,0,0,0,0,0,11,acrush,countbit
1,0,0,0,0,0,8,acrush,cross
0,0.29,0,0,1,0,12,acrush,crossOper
1,0.25,0,0,0,0,8,acrush,dist
0,0.25,0,0,0,0,8,acrush,distR
0,0,0,0,2,0,30,acrush,eularFunction
0,0,0,0,1,0,10,acrush,gcd
0,1.00,0,0,0,0,7,acrush,isDigit
0,0.12,0,0,1,0,10,acrush,isIntersect
0,1.00,0,0,0,0,11,acrush,isLetter
0,1.00,0,0,0,0,10,acrush,isLowerCase
0,1.00,0,0,0,0,12,acrush,isMiddle
0,0,0,0,1,0,16,acrush,isPrimeNumber
0,0.00,1,1,1,0,20,acrush,isSkipCase
0,1.00,0,0,0,0,10,acrush,isUpperCase
1,0,0,0,6,0,29,acrush,lcm
1,0,0,0,0,0,8,acrush,lowbit
1,0.50,43,27,27,0,50,acrush,main
0,0,0,0,3,0,25,acrush,multiplyMod
0,0,0,0,1,0,18,acrush,powerMod
1,0.75,158,59,59,0,38,acrush,solve
1,0,0,0,0,0,12,acrush,sqr
0,1.00,0,0,6,0,55,acrush,toDouble
0,1.00,0,0,0,0,10,acrush,toInt
0,1.00,0,0,0,0,10,acrush,toInt64
0,1.00,0,0,0,0,9,acrush,toLowerCase
0,1.00,0,0,0,0,13,acrush,toString
0,1.00,0,0,0,0,9,acrush,toUpperCase
0,0,1,1,1,0,7,acrush,GetInputFilename
0,1.00,8,6,6,0,14,acrush,GetOutputFilename
1,1.00,2,2,2,0,7,acrush,add
0,0.50,2,2,2,0,12,acrush,addedge
1,0.60,106,40,40,0,18,acrush,build
0,0,0,0,0,0,9,acrush,countbit
0,0.75,25,12,12,0,21,acrush,dinic_bfs
0,0.83,29,15,15,0,21,acrush,dinic_dfs
0,1.00,9,7,7,0,15,acrush,dinic_flow
0,1.00,4,4,4,0,8,acrush,getfather
1,0.25,5,5,5,0,10,acrush,init
0,1.00,0,0,0,0,7,acrush,isDigit
0,1.00,0,0,0,0,11,acrush,isLetter
0,1.00,0,0,0,0,10,acrush,isLowerCase
0,0.00,1,1,1,0,24,acrush,isSkipCase
0,1.00,0,0,0,0,10,acrush,isUpperCase
1,0,0,0,0,0,8,acrush,lowbit
1,0.65,220,91,91,0,75,acrush,main
1,1.00,9,7,7,0,9,acrush,merge
1,0.62,30,21,21,0,48,acrush,solve
0,0.86,49,28,28,0,31,acrush,solve_fork
1,0,0,0,0,0,12,acrush,sqr
0,1.00,0,0,0,0,18,acrush,toDouble
0,1.00,0,0,0,0,10,acrush,toInt
0,1.00,0,0,0,0,10,acrush,toInt64
0,1.00,0,0,0,0,9,acrush,toLowerCase
0,1.00,0,0,0,0,13,acrush,toString
0,1.00,0,0,0,0,9,acrush,toUpperCase
0,0.69,137,77,77,0,38,ACube,dfs
1,0.60,6,5,5,0,12,ACube,main
0,0.60,194,45,45,0,36,ACube,main2
1,1.00,19,16,16,0,29,ACube,main
0,1.00,9,6,6,0,16,ACube,main2
1,1.00,39,23,23,0,29,ACube,main
1,1.00,5,0,4,0,12,ACube,num
1,1.00,17,10,11,0,20,ACube,proceed
1,1.00,5,1,4,0,7,ACube,sum
1,1.00,3,0,2,0,6,ACube,upd
1,0.75,5,4,4,0,9,ACube,main
0,0.75,55,24,24,0,23,ACube,main2
0,1.00,1,0,1,0,9,ACube,cmp
1,1.00,5,4,4,0,9,ACube,main
0,1.00,15,11,11,0,16,ACube,main2
1,0.78,5,4,4,0,9,ACube,main
0,0.78,43,27,27,0,29,ACube,main2
0,1.00,22,19,19,0,22,ACube,getmsk
1,1.00,1,0,1,0,5,ACube,getp
1,1.00,5,5,5,0,15,ACube,iscon
1,1.00,12,0,8,0,12,ACube,join
1,0.92,21,14,14,0,16,ACube,main
0,0.92,157,60,60,0,54,ACube,main2
1,1.00,5,4,4,0,9,ACube,main
0,1.00,69,27,27,0,26,ACube,main2
0,1.00,8,8,8,0,12,ACube,dfs
1,1.00,5,4,4,0,9,ACube,main
0,1.00,80,31,31,0,29,ACube,main2
1,1.00,24,4,16,0,18,ACube,output
1,0.57,0,0,18,0,28,adi.pearl,main
1,0.83,0,0,14,0,26,adi.pearl,main
1,1.00,0,0,44,0,23,adi.pearl,solve
1,1.00,0,0,7,0,14,adi.pearl,gett
1,0.67,0,0,12,0,26,adi.pearl,main
1,0.80,0,0,23,0,32,adi.pearl,main
1,1.00,0,0,14,0,24,adi.pearl,check
0,0,0,0,0,0,8,adi.pearl,gcd
1,0,0,0,0,0,9,adi.pearl,lcm
1,0.50,0,0,13,0,30,adi.pearl,main
1,0,0,0,0,0,8,adi.pearl,mod
1,1.00,0,0,8,0,15,adi.pearl,solve
1,0,0,0,0,0,29,adi.pearl,sqr
0,0,0,0,0,0,8,adi.pearl,gcd
1,0,0,0,0,0,9,adi.pearl,lcm
1,0.60,0,0,14,0,24,adi.pearl,main
1,0,0,0,0,0,8,adi.pearl,mod
1,0,0,0,0,0,26,adi.pearl,sqr
0,0,0,0,0,0,8,adi.pearl,gcd
1,0,0,0,0,0,9,adi.pearl,lcm
1,0.75,0,0,35,0,43,adi.pearl,main
1,0,0,0,0,0,8,adi.pearl,mod
1,0,0,0,1,0,29,adi.pearl,sqr
0,0,0,0,0,0,8,adi.pearl,gcd
1,0,0,0,0,0,9,adi.pearl,lcm
1,0.50,0,0,13,0,31,adi.pearl,main
1,0,0,0,0,0,29,adi.pearl,sqr
1,1.00,0,0,9,0,16,adi.pearl,valid
0,0,0,0,0,0,8,adi.pearl,gcd
0,1.00,0,0,3,0,12,adi.pearl,getpq
1,0,0,0,0,0,9,adi.pearl,lcm
1,0.33,0,0,19,0,37,adi.pearl,main
1,1.00,0,0,6,0,16,adi.pearl,minimise
1,0,0,0,0,0,8,adi.pearl,mod
1,0,0,0,0,0,28,adi.pearl,sqr
1,1.00,94,38,38,0,38,ADJA,main
1,1.00,43,20,20,0,35,ADJA,main
1,1.00,67,34,34,0,42,ADJA,main
1,1.00,26,13,13,0,27,ADJA,main
1,1.00,155,51,51,0,58,ADJA,main
1,0.86,251,73,73,0,48,ADJA,main
1,1.00,59,26,26,0,24,ADJA,go
1,1.00,22,12,13,0,28,ADJA,main
1,0,25,11,11,0,18,ADJA,put
1,1.00,88,8,40,0,31,ADJA,main
1,1.00,39,19,19,0,28,ADJA,main
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,1.00,0,0,6,0,13,Adrian.Orzepowski,solve
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,0.50,0,0,14,0,18,Adrian.Orzepowski,solve
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,1.00,0,0,17,0,23,Adrian.Orzepowski,solve
1,1.00,0,0,7,0,12,Adrian.Orzepowski,main
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,1.00,0,0,45,0,23,Adrian.Orzepowski,solve
1,1.00,0,0,6,0,8,Adrian.Orzepowski,bits
1,1.00,0,0,10,0,11,Adrian.Orzepowski,count
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
0,1.00,0,0,7,0,10,Adrian.Orzepowski,setStone
0,1.00,0,0,8,0,16,Adrian.Orzepowski,setStones
1,1.00,0,0,13,0,23,Adrian.Orzepowski,solve
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,1.00,0,0,20,0,29,Adrian.Orzepowski,solve
0,1.00,0,0,3,0,7,Adrian.Orzepowski,gcd
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,1.00,0,0,19,0,19,Adrian.Orzepowski,solve
1,1.00,0,0,7,0,17,Adrian.Orzepowski,finish
1,1.00,0,0,36,0,27,Adrian.Orzepowski,flow
1,0.43,0,0,27,0,22,Adrian.Orzepowski,init
1,1.00,0,0,22,0,25,Adrian.Orzepowski,insert
1,1.00,0,0,7,0,11,Adrian.Orzepowski,main
1,1.00,0,0,6,0,12,Adrian.Orzepowski,solve
1,1.00,0,0,6,0,14,Adrian.Orzepowski,update
1,1.00,47,28,28,0,23,AdrianKuegel,main
1,0.89,51,21,21,0,21,AdrianKuegel,main
1,0.91,134,47,47,0,42,AdrianKuegel,main
1,0.80,148,44,44,0,36,AdrianKuegel,main
0,1.00,14,10,10,0,22,AdrianKuegel,dfs
1,1.00,85,35,35,0,36,AdrianKuegel,main
1,1.00,59,24,24,0,19,AdrianKuegel,main
1,0.87,147,50,50,0,56,AdrianKuegel,main
1,1.00,87,34,34,0,26,AdrianKuegel,main
1,1.00,1,1,1,0,9,AdrianKuegel,comp
1,0.64,102,41,41,0,34,AdrianKuegel,main
1,0.92,53,40,44,0,38,adrianvidal,main
1,1.00,39,22,93,0,56,adrianvidal,attempt
1,1.00,609,273,278,0,38,adrianvidal,main
1,0.86,32,27,32,0,34,adrianvidal,process
1,1.00,19,13,19,0,39,adrianvidal,valid
1,0.80,51,27,31,0,30,adrianvidal,main
1,1.00,42,26,31,0,26,adrianvidal,main
1,0.75,54,31,35,0,44,adrianvidal,main
1,0.86,12,10,14,0,19,adrianvidal,main
0,1.00,5,4,9,0,14,adrianvidal,dfs
1,0.92,72,38,42,0,40,adrianvidal,main
1,0.85,94,52,56,0,43,adrianvidal,main
1,0.90,39,26,30,0,39,adrianvidal,main
1,1.00,0,0,12,0,28,AekdyCoin,main
1,1.00,0,0,13,0,16,AekdyCoin,gao
1,0,0,0,2,0,5,AekdyCoin,init
1,1.00,0,0,16,0,22,AekdyCoin,insert
1,1.00,0,0,14,0,25,AekdyCoin,main
1,0.33,0,0,5,0,15,AekdyCoin,read
1,1.00,0,0,24,0,24,AekdyCoin,dp
1,1.00,0,0,10,0,20,AekdyCoin,main
1,1.00,0,0,13,0,21,AekdyCoin,pre
1,0,0,0,3,0,21,AekdyCoin,read
1,1.00,0,0,42,0,42,AekdyCoin,main
1,1.00,0,0,1,0,8,AekdyCoin,bak
1,0,0,0,1,0,4,AekdyCoin,ent
1,1.00,0,0,22,0,33,AekdyCoin,main
1,0,0,0,4,0,8,AekdyCoin,typ
0,1.00,0,0,5,0,14,AekdyCoin,cmp
1,1.00,1,0,17,0,30,AekdyCoin,main
1,0.80,0,0,27,0,38,AekdyCoin,main
1,1.00,0,0,31,0,44,AekdyCoin,main
1,1.00,0,0,1,0,7,AekdyCoin,cross
1,1.00,0,0,2,0,10,AekdyCoin,gen
1,0.80,0,0,26,0,39,AekdyCoin,main
1,1.00,0,0,14,0,18,AekdyCoin,ok
1,0.75,58,30,30,0,27,AEtheReal,main
0,1.00,13,11,11,0,11,AEtheReal,isbad
1,0.80,71,38,38,0,32,AEtheReal,main
1,1.00,4,4,4,0,12,AEtheReal,rot
1,1.00,17,11,11,0,24,AEtheReal,main
1,1.00,38,21,21,0,26,AEtheReal,main
1,1.00,63,33,33,0,33,AEtheReal,main
1,0.74,136,60,60,0,44,AEtheReal,main
1,1.00,1,1,1,0,6,AEtheReal,pos
1,0.86,122,46,46,0,42,AEtheReal,main
1,0.88,76,28,28,0,30,AEtheReal,exh
1,1.00,10,8,8,0,17,AEtheReal,main
1,1.00,44,21,21,0,23,AEtheReal,main
1,0.25,0,0,5,0,9,afix,coll
0,1.00,0,0,1,0,7,afix,d2
1,0.90,0,0,39,0,46,afix,main
0,1.00,0,0,1,0,13,afix,cannonsurp
0,1.00,0,0,5,0,10,afix,cansurp
1,1.00,0,0,19,0,25,afix,main
1,1.00,0,0,3,0,8,afix,main
1,1.00,0,0,32,0,27,afix,solve
1,1.00,0,0,3,0,8,afix,main
1,1.00,0,0,16,0,22,afix,solve
1,1.00,0,0,4,0,8,afix,main
1,1.00,0,0,17,0,22,afix,solve
0,1.00,0,0,5,0,13,afix,dfs
1,1.00,0,0,4,0,8,afix,main
1,1.00,0,0,19,0,25,afix,solve
1,1.00,0,0,4,0,8,afix,main
1,1.00,0,0,15,0,16,afix,rec
1,1.00,0,0,14,0,23,afix,solve
0,1.00,0,0,7,0,17,afix,dfs
1,1.00,0,0,4,0,8,afix,main
1,0.29,0,0,9,0,21,afix,relax
1,1.00,0,0,23,0,34,afix,solve
1,1.00,0,0,5,0,8,afix,main
1,1.00,0,0,19,0,22,afix,solve
1,0.50,0,0,12,0,27,AguL,main
1,0.82,0,0,27,0,26,AguL,main
1,0.50,103,35,35,0,29,AguL,main
0,0,0,0,0,0,25,AguL,fIO
1,1.00,35,17,17,0,18,AguL,go
1,0.50,91,41,42,0,40,AguL,main
0,1.00,11,8,8,0,15,AguL,dfs
0,0,0,0,0,0,14,AguL,fIO
1,0.67,58,27,28,0,40,AguL,main
0,0,0,0,0,0,17,AguL,fIO
1,0.50,69,32,33,0,35,AguL,main
0,0,0,0,0,0,14,AguL,fIO
1,0.67,80,32,33,0,36,AguL,main
1,0,0,0,0,0,7,AguL,abs
1,1.00,0,0,0,0,6,AguL,dig
0,1.00,3,3,3,0,27,AguL,fIO
0,0,0,0,0,0,11,AguL,gcd
0,1.00,0,0,0,0,11,AguL,isAlpha
0,1.00,0,0,0,0,7,AguL,isDigit
0,1.00,0,0,0,0,10,AguL,isLowerCase
0,0,0,0,0,0,16,AguL,isPrime
0,1.00,0,0,0,0,31,AguL,isUpperCase
1,0,0,0,0,0,9,AguL,lcm
0,1.00,0,0,0,0,8,AguL,lowerCase
1,0.50,83,33,33,0,30,AguL,main
1,0,0,0,0,0,12,AguL,ppow
1,0,0,0,0,0,7,AguL,sqr
1,1.00,0,0,0,0,9,AguL,swap
1,0,0,0,0,0,11,AguL,toa
1,1.00,0,0,0,0,9,AguL,toi
1,0,0,0,0,0,9,AguL,tol
0,1.00,0,0,0,0,8,AguL,upperCase
1,0,0,0,0,0,7,AguL,abs
1,1.00,0,0,0,0,6,AguL,dig
0,1.00,3,3,3,0,27,AguL,fIO
0,0,0,0,0,0,11,AguL,gcd
0,1.00,0,0,0,0,11,AguL,isAlpha
0,1.00,0,0,0,0,7,AguL,isDigit
0,1.00,0,0,0,0,10,AguL,isLowerCase
0,0,0,0,0,0,16,AguL,isPrime
0,1.00,0,0,0,0,33,AguL,isUpperCase
1,0,0,0,0,0,9,AguL,lcm
0,1.00,0,0,0,0,8,AguL,lowerCase
1,0.50,138,45,45,0,27,AguL,main
1,0,0,0,0,0,12,AguL,ppow
1,0,0,0,0,0,7,AguL,sqr
1,1.00,0,0,0,0,9,AguL,swap
1,0,0,0,0,0,11,AguL,toa
1,1.00,0,0,0,0,9,AguL,toi
1,0,0,0,0,0,9,AguL,tol
0,1.00,0,0,0,0,8,AguL,upperCase
1,0,2,2,18,0,68,AHA,Ahmadi
0,1.00,1,1,3,0,9,AHA,checkfound
1,0,0,0,2,0,5,AHA,clear
1,0.50,2,2,7,0,9,AHA,main
1,1.00,9,9,16,0,20,AHA,mirror
0,0,8,7,9,0,7,AHA,reflectx
0,0,4,4,6,0,7,AHA,reflecty
1,0.75,12,12,19,0,35,AHA,solve
1,0,94,47,49,0,39,AHA,trace
1,0,0,0,0,0,47,AHA,Ahmadi
1,0,0,0,0,0,2,AHA,clear
1,0.83,3,3,17,0,65,AHA,main
1,0.67,1,1,5,0,13,AHA,solve
1,0,0,0,0,0,45,AHA,Ahmadi
1,0,0,0,0,0,2,AHA,clear
1,0.50,2,2,7,0,9,AHA,main
1,0.89,14,13,19,0,19,AHA,solve
1,0,0,0,5,0,59,AHA,Ahmadi
1,0,0,0,1,0,5,AHA,clear
1,1.00,4,4,18,0,19,AHA,go
1,1.00,22,12,13,0,12,AHA,init
1,0.50,2,2,8,0,10,AHA,main
1,0.75,0,0,8,0,16,AHA,solve
1,0,0,0,0,0,51,AHA,Ahmadi
1,0,0,0,1,0,4,AHA,clear
1,0.50,2,2,7,0,9,AHA,main
1,0.60,10,9,17,0,19,AHA,solve
1,0,2,2,8,0,58,AHA,Ahmadi
0,0.73,40,40,51,0,48,AHA,canlive
1,0,0,0,0,0,2,AHA,clear
1,0.50,2,2,7,0,9,AHA,main
1,0.86,14,10,25,0,30,AHA,solve
1,0,0,0,0,0,48,AHA,Ahmadi
1,0,0,0,0,0,2,AHA,clear
1,0.50,2,2,7,0,9,AHA,main
1,0.91,26,21,29,0,32,AHA,solve
1,0,0,0,0,0,50,AHA,Ahmadi
1,0,0,0,1,0,3,AHA,clear
1,0.50,2,2,7,0,9,AHA,main
1,0.83,9,9,16,0,21,AHA,solve
1,0,0,0,0,0,55,AHA,Ahmadi
0,0.75,14,14,23,0,25,AHA,bfs
1,0,0,0,2,0,6,AHA,clear
1,0.71,14,13,23,0,29,AHA,find
0,0.71,8,8,17,0,22,AHA,findfs
1,0.50,2,2,7,0,9,AHA,main
1,0.83,6,6,21,0,28,AHA,solve
1,0,4,4,4,0,12,AHdoc,main
0,1.00,13,9,9,0,15,AHdoc,Check
1,1.00,16,11,11,0,24,AHdoc,main
1,1.00,11,9,9,0,18,AHdoc,main
0,0.00,0,0,0,0,8,AHdoc,Compare
0,1.00,8,8,8,0,17,AHdoc,Solve
1,1.00,5,5,5,0,17,AHdoc,main
1,1.00,8,6,6,0,18,AHdoc,main
0,1.00,10,7,7,0,11,AHdoc,Dfs
0,1.00,93,62,62,0,43,AHdoc,Dfs_
1,1.00,10,7,7,0,18,AHdoc,main
1,1.00,16,10,10,0,20,AHdoc,main
1,1.00,12,8,8,0,21,AHdoc,main
0,0.00,1,1,1,0,8,AHdoc,Check
0,0.88,249,64,64,0,34,AHdoc,Dfs
1,1.00,12,8,8,0,18,AHdoc,main
0,1.00,0,0,21,0,25,AhmedSalem,dfs
1,0.80,0,0,44,0,40,AhmedSalem,main
1,1.00,0,0,19,0,27,AhmedSalem,main
1,1.00,0,0,8,0,15,AhmedSalem,solve
1,0.71,0,0,39,0,38,AhmedSalem,main
0,0.00,0,0,4,0,12,AhmedSalem,getCmp
1,1.00,0,0,23,0,43,AhmedSalem,main
0,1.00,0,0,8,0,18,AhmedSalem,padZeros
1,0.40,0,0,14,0,28,AhmedSalem,solve
1,1.00,0,0,30,0,43,AhmedSalem,main
1,0.80,0,0,24,0,24,AhmedSalem,solve
1,0.80,0,0,27,0,38,AhmedSalem,main
1,1.00,0,0,15,0,19,AhmedSalem,solve
1,0,0,0,8,0,16,AhmedSalem,tokenize
1,1.00,0,0,9,0,13,AhmedSalem,brute
1,1.00,0,0,22,0,33,AhmedSalem,main
0,1.00,0,0,29,0,33,AhmedSalem,trieSize
1,1.00,0,0,34,0,39,AhmedSalem,main
1,1.00,0,0,7,0,10,AhmedSalem,query
1,1.00,0,0,3,0,9,AhmedSalem,update
0,1.00,0,0,6,0,16,AhmedSalem,getBest
1,1.00,0,0,27,0,35,AhmedSalem,main
1,0.80,0,0,13,0,25,ahri,main
1,1.00,0,0,2,0,11,ahri,translate
1,1.00,0,0,17,0,21,ahri,main
1,1.00,0,0,12,0,20,ahri,probaj
1,1.00,0,0,9,0,12,ahri,solve
1,0.93,0,0,44,0,39,ahri,main
1,1.00,0,0,9,0,13,ahri,precalc
1,1.00,0,0,18,0,23,ahri,main
1,1.00,0,0,28,0,29,ahri,solve
1,1.00,0,0,13,0,21,ahri,main
1,0.60,0,0,12,0,16,ahri,solve
1,0.75,0,0,12,0,19,ahri,main
0,0.67,0,0,46,0,41,ahri,solveQuad
1,0.67,0,0,11,0,18,ahri,main
1,0.67,0,0,16,0,19,ahri,rek
1,1.00,0,0,14,0,20,ahri,solve
0,1.00,0,0,4,0,9,ahri,dfs
1,0.67,0,0,11,0,20,ahri,main
1,1.00,0,0,23,0,24,ahri,solve
0,1.00,0,0,22,0,30,ahri,binarySearch
0,1.00,0,0,10,0,22,ahri,canBeEliminated
1,0.75,0,0,14,0,19,ahri,main
0,1.00,0,0,21,0,31,ahxun2006,gcd
1,0.42,0,0,68,0,58,ahxun2006,main
1,0.83,0,0,28,0,43,ahxun2006,main
1,0.83,0,0,34,0,42,ahxun2006,main
